RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
352,Masculino,4,1,Quartzo,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.7925,5.9794829346,7.96875,2024
352,Masculino,4,1,Quartzo,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.7925,5.9794829346,6.375,2024
1562,Feminino,4,-2,Quartzo,5.0,0.5,8.666666666666666,6.25,5.01,6.8725,5.458833333333334,6.25,2024
367,Feminino,4,1,Ametista,10.0,5.0,7.268170426,9.168,6.26,7.6275,7.209434085200001,7.4687500002,2024
367,Feminino,4,1,Ametista,10.0,5.0,7.268170426,9.168,6.26,7.6275,7.209434085200001,7.8125,2024
367,Feminino,4,1,Ametista,10.0,5.0,7.268170426,9.168,6.26,7.6275,7.209434085200001,6.875,2024
1563,Feminino,4,-1,Ametista,5.0,7.0,8.305555555666666,8.751,7.51,8.46,7.604211111133335,7.25,2024
1564,Masculino,4,-1,Quartzo,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.2875,5.0761468806000005,5.75,2024
1565,Masculino,4,-1,Quartzo,5.0,5.5,8.102240896333333,0.0,7.51,6.0375,5.816448179266667,6.375,2024
1566,Feminino,4,-2,Ametista,5.0,6.5,9.247219355666667,9.168,7.51,8.335,7.759243871133334,7.75,2024
1567,Feminino,4,-2,Ametista,5.0,8.166666666666666,8.771043771,8.334,7.51,8.335,7.913942087533334,7.75,2024
356,Masculino,4,1,Ágata,10.0,5.333333333333333,6.656346749333334,8.334,5.635,6.5375,6.627336016533334,7.4270833334,2024
356,Masculino,4,1,Ágata,10.0,5.333333333333333,6.656346749333334,8.334,5.635,6.5375,6.627336016533334,6.09375,2024
356,Masculino,4,1,Ágata,10.0,5.333333333333333,6.656346749333334,8.334,5.635,6.5375,6.627336016533334,5.25,2024
1568,Feminino,4,-1,Ametista,5.0,8.166666666666666,7.493464052333334,9.168,7.51,8.5025,7.8003261438000004,8.0,2024
247,Feminino,4,0,Ágata,10.0,4.333333333333333,8.306595365666666,0.0,6.26,8.5875,6.646485739800001,7.71875,2024
247,Feminino,4,0,Ágata,10.0,4.333333333333333,8.306595365666666,0.0,6.26,8.5875,6.646485739800001,8.28125,2024
247,Feminino,4,0,Ágata,10.0,4.333333333333333,8.306595365666666,0.0,6.26,8.5875,6.646485739800001,7.75,2024
204,Feminino,4,0,Ametista,10.0,7.5,6.827094474333333,9.168,6.26,8.5875,7.838218894866668,7.15625,2024
204,Feminino,4,0,Ametista,10.0,7.5,6.827094474333333,9.168,6.26,8.5875,7.838218894866668,8.28125,2024
204,Feminino,4,0,Ametista,10.0,7.5,6.827094474333333,9.168,6.26,8.5875,7.838218894866668,7.125,2024
1569,Feminino,4,-2,Quartzo,5.0,2.1666666666666665,7.111111111333334,6.666,6.26,6.9175,5.7191555556,6.875,2024
1570,Feminino,4,-1,Ametista,5.0,8.333333333333334,7.542087542,9.585,7.51,8.6725,7.894084175066667,7.75,2024
1571,Masculino,4,-1,Ametista,5.0,5.666666666666667,9.111111111333335,8.334,5.005,8.545,7.2484555556,7.5,2024
1572,Feminino,4,-1,Topázio,5.0,7.5,9.841269841333334,9.168,7.51,8.393333333,8.080345634866667,7.65625,2024
1150,Masculino,4,-2,Ametista,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.946666667,7.1023212964,7.96875,2024
1150,Masculino,4,-2,Ametista,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.946666667,7.1023212964,7.65625,2024
1573,Masculino,4,-1,Ágata,5.0,5.0,6.120448179333334,9.168,6.26,8.556666667,6.743847969266667,7.65625,2024
1574,Feminino,4,-1,Ametista,5.0,7.333333333333333,8.399470899666667,8.751,7.51,8.616666667,7.777244180000001,7.8125,2024
1151,Feminino,4,1,Topázio,10.0,9.0,9.722222222333334,7.5,5.635,9.393333333,8.749111111066668,7.65625,2024
1151,Feminino,4,1,Topázio,10.0,9.0,9.722222222333334,7.5,5.635,9.393333333,8.749111111066668,8.125,2024
1575,Feminino,4,-1,Ametista,5.0,5.333333333333333,8.624338624,9.168,6.885,8.28,7.318459391466667,7.65625,2024
1081,Feminino,4,0,Topázio,10.0,8.833333333333334,9.523809523666666,6.667,5.005,8.95,8.5452952381,8.958333333,2024
1081,Feminino,4,0,Topázio,10.0,8.833333333333334,9.523809523666666,6.667,5.005,8.95,8.5452952381,9.166666667,2024
342,Feminino,4,-1,Ágata,5.0,4.5,7.728174603333334,8.751,6.26,7.723333333,6.757026587266667,7.1250000002,2024
342,Feminino,4,-1,Ágata,5.0,4.5,7.728174603333334,8.751,6.26,7.723333333,6.757026587266667,7.96875,2024
342,Feminino,4,-1,Ágata,5.0,4.5,7.728174603333334,8.751,6.26,7.723333333,6.757026587266667,7.65625,2024
1576,Feminino,4,-1,Ametista,5.0,6.666666666666667,9.523809523666666,8.334,5.635,8.44,7.4636202380666665,6.40625,2024
187,Feminino,4,0,Topázio,10.0,7.833333333333333,9.537037037,8.751,5.635,9.06,8.568424074066666,7.78125,2024
187,Feminino,4,0,Topázio,10.0,7.833333333333333,9.537037037,8.751,5.635,9.06,8.568424074066666,7.96875,2024
187,Feminino,4,0,Topázio,10.0,7.833333333333333,9.537037037,8.751,5.635,9.06,8.568424074066666,8.4375,2024
359,Feminino,4,1,Ametista,10.0,5.5,7.162698412666667,9.168,6.26,8.333333333,7.492006349133335,7.0208333334,2024
359,Feminino,4,1,Ametista,10.0,5.5,7.162698412666667,9.168,6.26,8.333333333,7.492006349133335,7.65625,2024
359,Feminino,4,1,Ametista,10.0,5.5,7.162698412666667,9.168,6.26,8.333333333,7.492006349133335,7.5,2024
1577,Masculino,4,-1,Ágata,5.0,4.333333333333333,4.993386243333333,10.002,7.51,7.273333333,6.305585581933334,7.34375,2024
236,Feminino,4,0,Ágata,10.0,4.5,7.890668700666666,9.168,6.26,6.362,6.980833740133334,7.625,2024
236,Feminino,4,0,Ágata,10.0,4.5,7.890668700666666,9.168,6.26,6.362,6.980833740133334,7.1875,2024
236,Feminino,4,0,Ágata,10.0,4.5,7.890668700666666,9.168,6.26,6.362,6.980833740133334,6.875,2024
249,Masculino,4,-2,Ágata,5.0,5.0,6.645021645,7.083,5.0,7.064,6.125104328999999,6.0416666668,2024
249,Masculino,4,-2,Ágata,5.0,5.0,6.645021645,7.083,5.0,7.064,6.125104328999999,5.15625,2024
249,Masculino,4,-2,Ágata,5.0,5.0,6.645021645,7.083,5.0,7.064,6.125104328999999,6.75,2024
239,Feminino,4,-3,Ágata,2.5,6.666666666666667,6.361737677333333,8.751,5.635,8.502,6.782180868800001,7.21875,2024
239,Feminino,4,-3,Ágata,2.5,6.666666666666667,6.361737677333333,8.751,5.635,8.502,6.782180868800001,8.125,2024
239,Feminino,4,-3,Ágata,2.5,6.666666666666667,6.361737677333333,8.751,5.635,8.502,6.782180868800001,7.875,2024
382,Masculino,4,-1,Quartzo,5.0,3.0,6.324561403666666,9.168,5.63,6.43,5.805712280733333,7.3020833334,2024
382,Masculino,4,-1,Quartzo,5.0,3.0,6.324561403666666,9.168,5.63,6.43,5.805712280733333,7.5,2024
382,Masculino,4,-1,Quartzo,5.0,3.0,6.324561403666666,9.168,5.63,6.43,5.805712280733333,6.75,2024
383,Masculino,4,1,Topázio,10.0,5.833333333333333,8.600288600333334,9.168,7.51,8.47,8.036024386733335,8.0625,2024
383,Masculino,4,1,Topázio,10.0,5.833333333333333,8.600288600333334,9.168,7.51,8.47,8.036024386733335,7.5,2024
383,Masculino,4,1,Topázio,10.0,5.833333333333333,8.600288600333334,9.168,7.51,8.47,8.036024386733335,7.875,2024
1155,Feminino,4,-1,Ametista,5.0,4.666666666666667,8.888888889,8.334,5.005,8.87,7.119011111133333,7.5,2024
1155,Feminino,4,-1,Ametista,5.0,4.666666666666667,8.888888889,8.334,5.005,8.87,7.119011111133333,8.0,2024
384,Feminino,4,0,Topázio,10.0,7.5,8.607503607333333,7.5,7.51,7.936,8.072200721466668,8.0625,2024
384,Feminino,4,0,Topázio,10.0,7.5,8.607503607333333,7.5,7.51,7.936,8.072200721466668,7.65625,2024
384,Feminino,4,0,Topázio,10.0,7.5,8.607503607333333,7.5,7.51,7.936,8.072200721466668,7.625,2024
1156,Feminino,4,1,Ágata,10.0,2.0,7.821067821,7.5,7.51,7.5,6.6777135642,7.96875,2024
1156,Feminino,4,1,Ágata,10.0,2.0,7.821067821,7.5,7.51,7.5,6.6777135642,7.125,2024
1578,Feminino,4,1,Ametista,10.0,7.333333333333333,6.761695906666667,8.334,7.51,8.636,7.880605848,7.5,2024
388,Feminino,4,-1,Quartzo,5.0,4.333333333333333,6.349206349,7.5,7.51,5.764,5.965307936466667,7.1666666666,2024
388,Feminino,4,-1,Quartzo,5.0,4.333333333333333,6.349206349,7.5,7.51,5.764,5.965307936466667,6.875,2024
388,Feminino,4,-1,Quartzo,5.0,4.333333333333333,6.349206349,7.5,7.51,5.764,5.965307936466667,6.75,2024
260,Feminino,4,0,Topázio,10.0,7.0,9.674603174666666,8.751,7.51,8.502,8.448920634933334,7.46875,2024
260,Feminino,4,0,Topázio,10.0,7.0,9.674603174666666,8.751,7.51,8.502,8.448920634933334,7.34375,2024
260,Feminino,4,0,Topázio,10.0,7.0,9.674603174666666,8.751,7.51,8.502,8.448920634933334,7.875,2024
395,Feminino,4,1,Ametista,10.0,4.333333333333333,6.921693121666666,8.751,6.26,8.464,7.169905291000001,7.34375,2024
395,Feminino,4,1,Ametista,10.0,4.333333333333333,6.921693121666666,8.751,6.26,8.464,7.169905291000001,7.96875,2024
395,Feminino,4,1,Ametista,10.0,4.333333333333333,6.921693121666666,8.751,6.26,8.464,7.169905291000001,7.25,2024
262,Masculino,4,-2,Quartzo,5.0,4.166666666666667,4.854560643666667,7.917,7.51,6.296,5.806145462066667,6.208333333400001,2024
262,Masculino,4,-2,Quartzo,5.0,4.166666666666667,4.854560643666667,7.917,7.51,6.296,5.806145462066667,7.03125,2024
262,Masculino,4,-2,Quartzo,5.0,4.166666666666667,4.854560643666667,7.917,7.51,6.296,5.806145462066667,7.0,2024
1579,Feminino,4,-2,Ametista,5.0,7.166666666666667,9.090261886999999,8.751,5.635,9.272,7.894385710733333,8.5,2024
1580,Masculino,4,-1,Ametista,5.0,6.166666666666667,9.049953314666666,8.751,7.51,9.168,7.790523996266667,7.875,2024
377,Feminino,4,0,Ametista,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.634,7.480115873000001,6.7708333334,2024
377,Feminino,4,0,Ametista,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.634,7.480115873000001,7.34375,2024
377,Feminino,4,0,Ametista,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.634,7.480115873000001,7.125,2024
250,Feminino,4,0,Topázio,10.0,9.166666666666666,9.629629629666667,9.168,6.88,8.95,9.049892592566668,7.8125,2024
250,Feminino,4,0,Topázio,10.0,9.166666666666666,9.629629629666667,9.168,6.88,8.95,9.049892592566668,7.96875,2024
250,Feminino,4,0,Topázio,10.0,9.166666666666666,9.629629629666667,9.168,6.88,8.95,9.049892592566668,8.958333333,2024
1581,Masculino,4,-1,Ágata,5.0,6.333333333333333,7.834844760666667,8.334,6.26,7.386666667,6.9787022855,7.083333333,2024
1582,Masculino,4,-1,Ágata,5.0,4.5,8.069444444333334,8.334,6.255,6.666666667,6.472788888966667,6.666666667,2024
1583,Feminino,4,-1,Ametista,5.0,8.166666666666666,7.753623188333333,7.917,6.26,9.006666667,7.8197579711000005,9.166666667,2024
450,Masculino,4,-1,Ametista,5.0,7.5,8.954191033333332,8.751,5.63,7.58,7.526188206666666,8.0833333334,2024
450,Masculino,4,-1,Ametista,5.0,7.5,8.954191033333332,8.751,5.63,7.58,7.526188206666666,7.65625,2024
450,Masculino,4,-1,Ametista,5.0,7.5,8.954191033333332,8.751,5.63,7.58,7.526188206666666,7.8125,2024
426,Feminino,4,-1,Ágata,5.0,4.833333333333333,7.9050567596666665,7.917,4.38,8.0,6.6430030186,7.09375,2024
426,Feminino,4,-1,Ágata,5.0,4.833333333333333,7.9050567596666665,7.917,4.38,8.0,6.6430030186,7.65625,2024
426,Feminino,4,-1,Ágata,5.0,4.833333333333333,7.9050567596666665,7.917,4.38,8.0,6.6430030186,7.65625,2024
1584,Feminino,4,-1,Ametista,5.0,5.5,9.153439153333332,8.334,7.51,8.1675,7.429837830666667,7.8125,2024
313,Feminino,4,-1,Ametista,5.0,4.833333333333333,9.666666666666666,8.751,5.63,8.1675,7.2528500000000005,6.625,2024
313,Feminino,4,-1,Ametista,5.0,4.833333333333333,9.666666666666666,8.751,5.63,8.1675,7.2528500000000005,7.65625,2024
313,Feminino,4,-1,Ametista,5.0,4.833333333333333,9.666666666666666,8.751,5.63,8.1675,7.2528500000000005,7.8125,2024
467,Feminino,4,0,Ametista,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.54,7.7298118421333335,7.3020833334,2024
467,Feminino,4,0,Ametista,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.54,7.7298118421333335,7.1875,2024
467,Feminino,4,0,Ametista,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.54,7.7298118421333335,7.34375,2024
1585,Feminino,4,-1,Ágata,5.0,4.0,6.775210084333334,10.002,7.51,7.7925,6.730367016866668,7.65625,2024
432,Feminino,4,-1,Ametista,5.0,5.5,10.0,7.501,6.26,7.2875,7.167975,6.833333333400001,2024
432,Feminino,4,-1,Ametista,5.0,5.5,10.0,7.501,6.26,7.2875,7.167975,7.8125,2024
432,Feminino,4,-1,Ametista,5.0,5.5,10.0,7.501,6.26,7.2875,7.167975,7.34375,2024
1586,Feminino,4,-1,Ágata,5.0,5.666666666666667,6.128654970666666,10.002,5.01,7.54,6.555764327466668,6.875,2024
470,Feminino,4,0,Ágata,10.0,3.3333333333333335,8.011695906666667,9.585,7.51,6.4975,6.981130848,7.9479166666,2024
470,Feminino,4,0,Ágata,10.0,3.3333333333333335,8.011695906666667,9.585,7.51,6.4975,6.981130848,7.5,2024
470,Feminino,4,0,Ágata,10.0,3.3333333333333335,8.011695906666667,9.585,7.51,6.4975,6.981130848,7.03125,2024
417,Feminino,4,0,Topázio,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.2925,8.533628557533333,7.78125,2024
417,Feminino,4,0,Topázio,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.2925,8.533628557533333,8.28125,2024
417,Feminino,4,0,Topázio,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.2925,8.533628557533333,8.4375,2024
407,Masculino,4,0,Ametista,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.875,7.0875128168,6.9583333334,2024
407,Masculino,4,0,Ametista,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.875,7.0875128168,7.8125,2024
407,Masculino,4,0,Ametista,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.875,7.0875128168,7.96875,2024
1587,Feminino,4,-2,Ametista,5.0,3.75,10.0,9.168,7.51,8.2075,7.34055,7.8125,2024
1588,Feminino,4,0,Ametista,10.0,4.0,8.640618640666666,7.917,7.51,7.415,7.303823728133333,7.5,2024
424,Feminino,4,0,Ametista,10.0,3.3333333333333335,9.616228070333333,8.334,7.51,7.1625,7.341187280733334,7.9479166666,2024
424,Feminino,4,0,Ametista,10.0,3.3333333333333335,9.616228070333333,8.334,7.51,7.1625,7.341187280733334,7.8125,2024
424,Feminino,4,0,Ametista,10.0,3.3333333333333335,9.616228070333333,8.334,7.51,7.1625,7.341187280733334,7.34375,2024
1193,Feminino,4,-1,Ágata,5.0,4.0,7.763157895,8.751,5.635,7.79,6.6304815790000005,7.1875,2024
1193,Feminino,4,-1,Ágata,5.0,4.0,7.763157895,8.751,5.635,7.79,6.6304815790000005,7.8125,2024
411,Feminino,4,0,Ametista,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.4125,7.279762962966667,7.90625,2024
411,Feminino,4,0,Ametista,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.4125,7.279762962966667,7.8125,2024
411,Feminino,4,0,Ametista,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.4125,7.279762962966667,7.291666667,2024
412,Feminino,4,0,Topázio,10.0,7.333333333333333,8.456140351,8.334,6.26,8.125,8.044378070166667,8.0625,2024
412,Feminino,4,0,Topázio,10.0,7.333333333333333,8.456140351,8.334,6.26,8.125,8.044378070166667,7.03125,2024
412,Feminino,4,0,Topázio,10.0,7.333333333333333,8.456140351,8.334,6.26,8.125,8.044378070166667,8.020833333,2024
428,Masculino,4,0,Ametista,10.0,5.0,8.898245614,9.168,5.635,7.625,7.534949122800001,7.2916666666,2024
428,Masculino,4,0,Ametista,10.0,5.0,8.898245614,9.168,5.635,7.625,7.534949122800001,7.8125,2024
428,Masculino,4,0,Ametista,10.0,5.0,8.898245614,9.168,5.635,7.625,7.534949122800001,7.5,2024
315,Feminino,4,-1,Ágata,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.6275,6.0768703704,5.9020833334,2024
315,Feminino,4,-1,Ágata,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.6275,6.0768703704,7.96875,2024
315,Feminino,4,-1,Ágata,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.6275,6.0768703704,7.5,2024
442,Feminino,4,1,Ágata,10.0,5.0,5.9151960783333335,8.334,5.635,7.8775,6.905439215666667,7.7916666666,2024
442,Feminino,4,1,Ágata,10.0,5.0,5.9151960783333335,8.334,5.635,7.8775,6.905439215666667,7.5,2024
442,Feminino,4,1,Ágata,10.0,5.0,5.9151960783333335,8.334,5.635,7.8775,6.905439215666667,7.5,2024
301,Feminino,4,0,Topázio,10.0,9.0,7.4947368423333325,9.168,7.51,8.21,8.410830701766667,6.90625,2024
301,Feminino,4,0,Topázio,10.0,9.0,7.4947368423333325,9.168,7.51,8.21,8.410830701766667,6.71875,2024
301,Feminino,4,0,Topázio,10.0,9.0,7.4947368423333325,9.168,7.51,8.21,8.410830701766667,8.020833333,2024
1163,Masculino,4,0,Topázio,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.755,8.6794789474,7.65625,2024
1163,Masculino,4,0,Topázio,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.755,8.6794789474,8.125,2024
402,Feminino,4,0,Quartzo,10.0,4.166666666666667,3.074074074,7.5,6.26,6.1175,5.683064814833333,7.3,2024
402,Feminino,4,0,Quartzo,10.0,4.166666666666667,3.074074074,7.5,6.26,6.1175,5.683064814833333,7.8125,2024
402,Feminino,4,0,Quartzo,10.0,4.166666666666667,3.074074074,7.5,6.26,6.1175,5.683064814833333,6.354166667,2024
1589,Feminino,4,-1,Quartzo,5.0,2.5,6.259259259333334,0.0,7.51,7.54,5.260851851866667,7.5,2024
1162,Feminino,4,0,Ametista,10.0,5.666666666666667,9.135672514666666,7.917,6.26,7.0375,7.473167836266667,7.8125,2024
1162,Feminino,4,0,Ametista,10.0,5.666666666666667,9.135672514666666,7.917,6.26,7.0375,7.473167836266667,6.875,2024
471,Feminino,4,0,Ágata,10.0,5.5,7.027568922333333,0.0,7.51,8.0425,6.635847117766667,7.635416666599999,2024
471,Feminino,4,0,Ágata,10.0,5.5,7.027568922333333,0.0,7.51,8.0425,6.635847117766667,7.96875,2024
471,Feminino,4,0,Ágata,10.0,5.5,7.027568922333333,0.0,7.51,8.0425,6.635847117766667,7.708333333,2024
416,Masculino,4,1,Topázio,10.0,8.0,8.972709551666666,8.751,7.51,9.13,8.700808577033333,7.875,2024
416,Masculino,4,1,Topázio,10.0,8.0,8.972709551666666,8.751,7.51,9.13,8.700808577033333,8.28125,2024
416,Masculino,4,1,Topázio,10.0,8.0,8.972709551666666,8.751,7.51,9.13,8.700808577033333,8.541666667,2024
303,Masculino,4,-2,Ágata,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,7.535,6.2443426900666665,6.8854166666,2024
303,Masculino,4,-2,Ágata,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,7.535,6.2443426900666665,7.65625,2024
303,Masculino,4,-2,Ágata,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,7.535,6.2443426900666665,6.875,2024
418,Feminino,4,1,Topázio,10.0,9.333333333333334,10.0,8.751,7.51,9.0475,9.125183333366667,8.1041666666,2024
418,Feminino,4,1,Topázio,10.0,9.333333333333334,10.0,8.751,7.51,9.0475,9.125183333366667,8.125,2024
418,Feminino,4,1,Topázio,10.0,9.333333333333334,10.0,8.751,7.51,9.0475,9.125183333366667,8.229166667,2024
419,Feminino,4,1,Topázio,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.5475,8.355707894766669,7.989583333200001,2024
419,Feminino,4,1,Topázio,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.5475,8.355707894766669,8.125,2024
419,Feminino,4,1,Topázio,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.5475,8.355707894766669,8.020833333,2024
420,Feminino,4,1,Ametista,10.0,4.0,9.557894737,8.334,6.26,7.96,7.544228947400001,7.8125,2024
420,Feminino,4,1,Ametista,10.0,4.0,9.557894737,8.334,6.26,7.96,7.544228947400001,7.65625,2024
420,Feminino,4,1,Ametista,10.0,4.0,9.557894737,8.334,6.26,7.96,7.544228947400001,7.8125,2024
1166,Feminino,4,-1,Ametista,5.0,6.333333333333333,8.498245614,8.334,6.26,8.625,7.452799122766667,7.65625,2024
1166,Feminino,4,-1,Ametista,5.0,6.333333333333333,8.498245614,8.334,6.26,8.625,7.452799122766667,8.020833333,2024
425,Masculino,4,0,Topázio,10.0,9.0,10.0,10.002,6.26,8.8375,9.016616666700001,8.1249999998,2024
425,Masculino,4,0,Topázio,10.0,9.0,10.0,10.002,6.26,8.8375,9.016616666700001,7.8125,2024
425,Masculino,4,0,Topázio,10.0,9.0,10.0,10.002,6.26,8.8375,9.016616666700001,8.229166667,2024
1590,Feminino,4,-1,Topázio,5.0,8.666666666666666,8.267770876333332,7.917,7.51,8.806,8.1907875086,10.0,2024
1591,Feminino,4,-2,Ágata,5.0,3.5,6.430976431,7.083,7.51,7.064,6.1707952862,8.125,2024
273,Feminino,4,-1,Ágata,5.0,4.5,7.323153899,9.168,6.26,6.896,6.5991307798,7.025,2024
273,Feminino,4,-1,Ágata,5.0,4.5,7.323153899,9.168,6.26,6.896,6.5991307798,7.8125,2024
273,Feminino,4,-1,Ágata,5.0,4.5,7.323153899,9.168,6.26,6.896,6.5991307798,8.125,2024
1592,Feminino,4,-1,Ágata,5.0,5.5,6.854727398333334,7.917,7.51,7.432,6.812545479666667,8.125,2024
457,Feminino,4,1,Topázio,10.0,8.666666666666666,8.743961352333335,8.334,7.51,7.77,8.5892756038,7.7083333334,2024
457,Feminino,4,1,Topázio,10.0,8.666666666666666,8.743961352333335,8.334,7.51,7.77,8.5892756038,8.125,2024
457,Feminino,4,1,Topázio,10.0,8.666666666666666,8.743961352333335,8.334,7.51,7.77,8.5892756038,9.6875,2024
305,Masculino,4,-1,Ágata,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.03,6.693026811600001,7.21875,2024
305,Masculino,4,-1,Ágata,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.03,6.693026811600001,7.65625,2024
305,Masculino,4,-1,Ágata,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.03,6.693026811600001,7.8125,2024
421,Masculino,4,1,Topázio,10.0,6.666666666666667,9.540744978333334,8.751,7.51,8.572,8.488232329,8.1145833334,2024
421,Masculino,4,1,Topázio,10.0,6.666666666666667,9.540744978333334,8.751,7.51,8.572,8.488232329,7.8125,2024
421,Masculino,4,1,Topázio,10.0,6.666666666666667,9.540744978333334,8.751,7.51,8.572,8.488232329,9.0625,2024
1169,Feminino,4,-1,Ágata,5.0,6.833333333333333,8.444444444333334,6.25,5.635,6.8,6.885305555533334,7.03125,2024
1169,Feminino,4,-1,Ágata,5.0,6.833333333333333,8.444444444333334,6.25,5.635,6.8,6.885305555533334,7.8125,2024
1593,Masculino,4,-1,Ágata,5.0,6.5,4.868875086666667,6.249,6.26,8.538,6.638525017333334,9.0625,2024
1594,Masculino,4,-2,Quartzo,5.0,3.0,6.112836439,9.585,6.26,5.996,5.731267287800001,6.25,2024
283,Masculino,4,-2,Ametista,5.0,8.0,9.761904762,8.751,6.885,7.736,7.9444309524,6.8541666666,2024
283,Masculino,4,-2,Ametista,5.0,8.0,9.761904762,8.751,6.885,7.736,7.9444309524,7.03125,2024
283,Masculino,4,-2,Ametista,5.0,8.0,9.761904762,8.751,6.885,7.736,7.9444309524,7.8125,2024
459,Masculino,4,0,Ametista,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.366,7.233804589400001,6.708333333400001,2024
459,Masculino,4,0,Ametista,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.366,7.233804589400001,7.1875,2024
459,Masculino,4,0,Ametista,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.366,7.233804589400001,7.8125,2024
454,Masculino,4,-2,Quartzo,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.833333333,5.8522943469666675,6.0625,2024
454,Masculino,4,-2,Quartzo,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.833333333,5.8522943469666675,4.6875,2024
454,Masculino,4,-2,Quartzo,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.833333333,5.8522943469666675,5.416666667,2024
1595,Masculino,4,0,Ágata,10.0,2.3333333333333335,7.949735449666666,8.334,6.26,7.021666667,6.6599304233000005,7.395833333,2024
1596,Feminino,4,-2,Ametista,5.0,3.3333333333333335,10.0,8.751,7.51,8.226666667,7.261016666766667,8.229166667,2024
170,Feminino,4,-1,Ametista,5.0,8.0,8.5,9.168,5.635,8.028333333,7.646383333300001,7.3125,2024
170,Feminino,4,-1,Ametista,5.0,8.0,8.5,9.168,5.635,8.028333333,7.646383333300001,6.875,2024
170,Feminino,4,-1,Ametista,5.0,8.0,8.5,9.168,5.635,8.028333333,7.646383333300001,7.604166667,2024
1597,Feminino,4,-1,Ágata,5.0,2.8333333333333335,8.412698412666666,7.5,7.51,8.28,6.7187063492,8.125,2024
1171,Masculino,4,-1,Ametista,5.0,7.5,7.230158729999999,8.334,7.51,8.643333333,7.6236817459,8.75,2024
1171,Masculino,4,-1,Ametista,5.0,7.5,7.230158729999999,8.334,7.51,8.643333333,7.6236817459,8.645833333,2024
116,Feminino,5,-2,Ágata,5.0,4.5,7.535353535666666,8.334,5.635,6.73,6.337470707133334,7.59375,2024
116,Feminino,5,-2,Ágata,5.0,4.5,7.535353535666666,8.334,5.635,6.73,6.337470707133334,7.96875,2024
116,Feminino,5,-2,Ágata,5.0,4.5,7.535353535666666,8.334,5.635,6.73,6.337470707133334,6.875,2024
217,Feminino,5,-1,Ametista,5.0,7.833333333333333,8.917748917666666,8.334,6.26,6.994,7.4209164502,7.4791666666,2024
217,Feminino,5,-1,Ametista,5.0,7.833333333333333,8.917748917666666,8.334,6.26,6.994,7.4209164502,8.4375,2024
217,Feminino,5,-1,Ametista,5.0,7.833333333333333,8.917748917666666,8.334,6.26,6.994,7.4209164502,7.125,2024
103,Feminino,5,0,Topázio,10.0,9.166666666666666,9.603174603333335,8.334,6.26,8.872,8.775268254,8.0625,2024
103,Feminino,5,0,Topázio,10.0,9.166666666666666,9.603174603333335,8.334,6.26,8.872,8.775268254,8.125,2024
103,Feminino,5,0,Topázio,10.0,9.166666666666666,9.603174603333335,8.334,6.26,8.872,8.775268254,7.875,2024
178,Feminino,5,0,Ametista,10.0,4.166666666666667,8.739177489333334,9.585,6.26,6.53,7.234168831200001,7.8125,2024
178,Feminino,5,0,Ametista,10.0,4.166666666666667,8.739177489333334,9.585,6.26,6.53,7.234168831200001,7.65625,2024
