RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
657,Feminino,2,-1,Topázio,5.0,8.2,10.0,8.5,7.52,8.73,8.3532,8.0,2023
657,Feminino,2,-1,Topázio,5.0,8.2,10.0,8.5,7.52,8.73,8.3532,8.75,2023
657,Feminino,2,-1,Topázio,5.0,8.2,10.0,8.5,7.52,8.73,8.3532,8.125,2023
644,Feminino,2,-1,Ágata,5.0,5.9,5.6,10.0,7.52,7.503333333,6.897033333,8.1875,2023
644,Feminino,2,-1,Ágata,5.0,5.9,5.6,10.0,7.52,7.503333333,6.897033333,8.541666667,2023
461,Feminino,2,-1,Ametista,5.0,7.4,7.9,7.3,3.77,8.616666667,7.2379,7.28125,2023
461,Feminino,2,-1,Ametista,5.0,7.4,7.9,7.3,3.77,8.616666667,7.2379,8.541666667,2023
461,Feminino,2,-1,Ametista,5.0,7.4,7.9,7.3,3.77,8.616666667,7.2379,7.708333333,2023
632,Feminino,2,0,Ametista,10.0,7.4,9.1,4.7,5.64,8.563333333,7.8768,6.583333333400001,2023
632,Feminino,2,0,Ametista,10.0,7.4,9.1,4.7,5.64,8.563333333,7.8768,8.333333333,2023
632,Feminino,2,0,Ametista,10.0,7.4,9.1,4.7,5.64,8.563333333,7.8768,8.28125,2023
633,Feminino,2,-1,Ágata,5.0,7.2,8.1,1.7,6.27,7.286666667,6.6552,7.90625,2023
633,Feminino,2,-1,Ágata,5.0,7.2,8.1,1.7,6.27,7.286666667,6.6552,8.541666667,2023
633,Feminino,2,-1,Ágata,5.0,7.2,8.1,1.7,6.27,7.286666667,6.6552,6.875,2023
1137,Feminino,2,0,Topázio,10.0,6.5,9.8,9.5,6.27,9.843333333,8.743366667,9.375,2023
1137,Feminino,2,0,Topázio,10.0,6.5,9.8,9.5,6.27,9.843333333,8.743366667,8.28125,2023
1138,Feminino,2,-1,Topázio,5.0,9.3,9.2,9.0,6.27,8.566666667,8.3472,9.166666667,2023
1139,Masculino,2,0,Ametista,10.0,5.3,9.1,8.5,5.64,7.79,7.6647,8.125,2023
1139,Masculino,2,0,Ametista,10.0,5.3,9.1,8.5,5.64,7.79,7.6647,7.5,2023
1140,Feminino,2,0,Ametista,10.0,7.3,8.7,4.7,7.52,7.62,7.703533333,7.708333333,2023
1140,Feminino,2,0,Ametista,10.0,7.3,8.7,4.7,7.52,7.62,7.703533333,8.125,2023
445,Masculino,2,-1,Ametista,5.0,8.4,8.8,8.0,6.89,8.176666667,7.9087,6.6666666666,2023
445,Masculino,2,-1,Ametista,5.0,8.4,8.8,8.0,6.89,8.176666667,7.9087,8.541666667,2023
445,Masculino,2,-1,Ametista,5.0,8.4,8.8,8.0,6.89,8.176666667,7.9087,7.8125,2023
1141,Feminino,2,-1,Ametista,5.0,5.9,8.8,9.0,7.52,7.113333333,7.2757,7.708333333,2023
1141,Feminino,2,-1,Ametista,5.0,5.9,8.8,9.0,7.52,7.113333333,7.2757,6.5625,2023
639,Feminino,2,0,Ametista,10.0,6.3,8.1,7.4,6.27,7.62,7.5853,6.6250000002,2023
639,Feminino,2,0,Ametista,10.0,6.3,8.1,7.4,6.27,7.62,7.5853,8.125,2023
639,Feminino,2,0,Ametista,10.0,6.3,8.1,7.4,6.27,7.62,7.5853,6.71875,2023
1142,Feminino,2,0,Topázio,10.0,10.0,10.0,9.0,7.52,8.343333333,9.175033333,8.541666667,2023
1142,Feminino,2,0,Topázio,10.0,10.0,10.0,9.0,7.52,8.343333333,9.175033333,8.125,2023
642,Feminino,2,0,Topázio,10.0,6.5,9.2,9.5,6.27,9.173333333,8.416866667,7.7291666666,2023
642,Feminino,2,0,Topázio,10.0,6.5,9.2,9.5,6.27,9.173333333,8.416866667,8.75,2023
642,Feminino,2,0,Topázio,10.0,6.5,9.2,9.5,6.27,9.173333333,8.416866667,7.1875,2023
658,Feminino,2,0,Topázio,10.0,6.1,9.5,9.5,7.52,9.173333333,8.438533333,7.6041666666,2023
658,Feminino,2,0,Topázio,10.0,6.1,9.5,9.5,7.52,9.173333333,8.438533333,7.916666667,2023
658,Feminino,2,0,Topázio,10.0,6.1,9.5,9.5,7.52,9.173333333,8.438533333,7.375,2023
588,Feminino,2,0,Topázio,10.0,7.8,9.6,8.0,2.52,9.673333333,8.3527,7.9583333334,2023
588,Feminino,2,0,Topázio,10.0,7.8,9.6,8.0,2.52,9.673333333,8.3527,8.958333333,2023
588,Feminino,2,0,Topázio,10.0,7.8,9.6,8.0,2.52,9.673333333,8.3527,8.75,2023
662,Feminino,2,-1,Ágata,5.0,6.7,7.6,6.8,6.27,6.72,6.733566667,6.6979166666,2023
662,Feminino,2,-1,Ágata,5.0,6.7,7.6,6.8,6.27,6.72,6.733566667,7.291666667,2023
662,Feminino,2,-1,Ágata,5.0,6.7,7.6,6.8,6.27,6.72,6.733566667,7.625,2023
403,Masculino,2,-1,Ametista,5.0,7.8,8.8,8.5,6.27,8.45,7.716366667,7.2291666668,2023
403,Masculino,2,-1,Ametista,5.0,7.8,8.8,8.5,6.27,8.45,7.716366667,7.291666667,2023
403,Masculino,2,-1,Ametista,5.0,7.8,8.8,8.5,6.27,8.45,7.716366667,8.541666667,2023
591,Masculino,2,-1,Ametista,5.0,6.9,8.5,9.0,6.27,7.333333333,7.1472,6.3750000002,2023
591,Masculino,2,-1,Ametista,5.0,6.9,8.5,9.0,6.27,7.333333333,7.1472,5.833333333,2023
591,Masculino,2,-1,Ametista,5.0,6.9,8.5,9.0,6.27,7.333333333,7.1472,5.78125,2023
592,Feminino,2,0,Ametista,10.0,7.6,9.2,6.2,3.77,8.95,7.935466667,8.15625,2023
592,Feminino,2,0,Ametista,10.0,7.6,9.2,6.2,3.77,8.95,7.935466667,7.916666667,2023
592,Feminino,2,0,Ametista,10.0,7.6,9.2,6.2,3.77,8.95,7.935466667,7.65625,2023
602,Masculino,2,-1,Topázio,5.0,8.1,9.6,10.0,7.52,9.51,8.5592,6.479166666599999,2023
602,Masculino,2,-1,Topázio,5.0,8.1,9.6,10.0,7.52,9.51,8.5592,8.75,2023
602,Masculino,2,-1,Topázio,5.0,8.1,9.6,10.0,7.52,9.51,8.5592,8.28125,2023
666,Masculino,2,0,Topázio,10.0,7.1,9.1,9.5,7.52,9.62,8.720366667,6.8333333332,2023
666,Masculino,2,0,Topázio,10.0,7.1,9.1,9.5,7.52,9.62,8.720366667,8.541666667,2023
666,Masculino,2,0,Topázio,10.0,7.1,9.1,9.5,7.52,9.62,8.720366667,7.5,2023
667,Masculino,2,-1,Ágata,5.0,5.2,6.9,9.0,6.89,7.836666667,6.774866667,6.5416666666,2023
667,Masculino,2,-1,Ágata,5.0,5.2,6.9,9.0,6.89,7.836666667,6.774866667,7.083333333,2023
667,Masculino,2,-1,Ágata,5.0,5.2,6.9,9.0,6.89,7.836666667,6.774866667,7.75,2023
422,Masculino,2,-1,Quartzo,5.0,4.4,7.8,0.0,7.52,6.106666667,5.57,7.041666666599999,2023
422,Masculino,2,-1,Quartzo,5.0,4.4,7.8,0.0,7.52,6.106666667,5.57,6.666666667,2023
422,Masculino,2,-1,Quartzo,5.0,4.4,7.8,0.0,7.52,6.106666667,5.57,6.458333333,2023
595,Masculino,2,-1,Quartzo,5.0,3.3,7.0,0.0,7.52,5.55,5.078666667,7.3125,2023
595,Masculino,2,-1,Quartzo,5.0,3.3,7.0,0.0,7.52,5.55,5.078666667,6.666666667,2023
423,Feminino,2,-1,Ágata,5.0,3.4,8.7,8.0,6.89,7.45,6.607533333,7.1666666666,2023
423,Feminino,2,-1,Ágata,5.0,3.4,8.7,8.0,6.89,7.45,6.607533333,7.083333333,2023
423,Feminino,2,-1,Ágata,5.0,3.4,8.7,8.0,6.89,7.45,6.607533333,6.875,2023
669,Masculino,2,0,Ametista,10.0,5.0,7.8,8.5,7.52,7.06,7.345033333,6.9270833334,2023
669,Masculino,2,0,Ametista,10.0,5.0,7.8,8.5,7.52,7.06,7.345033333,7.708333333,2023
669,Masculino,2,0,Ametista,10.0,5.0,7.8,8.5,7.52,7.06,7.345033333,7.291666667,2023
670,Feminino,2,0,Topázio,10.0,7.0,8.7,9.5,7.52,9.343333333,8.6067,8.1041666666,2023
670,Feminino,2,0,Topázio,10.0,7.0,8.7,9.5,7.52,9.343333333,8.6067,8.958333333,2023
670,Feminino,2,0,Topázio,10.0,7.0,8.7,9.5,7.52,9.343333333,8.6067,8.958333333,2023
609,Masculino,2,-1,Ágata,5.0,5.3,6.4,9.5,7.52,6.216666667,6.463033333,6.7083333332,2023
609,Masculino,2,-1,Ágata,5.0,5.3,6.4,9.5,7.52,6.216666667,6.463033333,6.875,2023
326,Feminino,3,0,Topázio,10.0,8.2,9.4,9.6,3.14,9.76,8.65075,8.90625,2023
326,Feminino,3,0,Topázio,10.0,8.2,9.4,9.6,3.14,9.76,8.65075,9.0625,2023
326,Feminino,3,0,Topázio,10.0,8.2,9.4,9.6,3.14,9.76,8.65075,8.875,2023
179,Masculino,3,0,Topázio,10.0,6.4,9.4,8.8,7.52,8.9225,8.437641667,7.3229166666,2023
179,Masculino,3,0,Topázio,10.0,6.4,9.4,8.8,7.52,8.9225,8.437641667,8.59375,2023
179,Masculino,3,0,Topázio,10.0,6.4,9.4,8.8,7.52,8.9225,8.437641667,8.75,2023
1143,Feminino,3,-2,Ágata,5.0,5.3,7.0,8.8,6.26,6.2075,6.445933333,7.5,2023
1143,Feminino,3,-2,Ágata,5.0,5.3,7.0,8.8,6.26,6.2075,6.445933333,7.03125,2023
330,Feminino,3,-2,Ágata,5.0,3.3,7.2,9.6,6.89,5.8275,6.084875,7.1145833332,2023
330,Feminino,3,-2,Ágata,5.0,3.3,7.2,9.6,6.89,5.8275,6.084875,6.71875,2023
332,Masculino,3,-1,Topázio,5.0,6.8,8.4,9.2,8.76,9.175,8.002591667,8.0208333334,2023
332,Masculino,3,-1,Topázio,5.0,6.8,8.4,9.2,8.76,9.175,8.002591667,8.28125,2023
332,Masculino,3,-1,Topázio,5.0,6.8,8.4,9.2,8.76,9.175,8.002591667,8.625,2023
199,Masculino,3,-1,Ametista,5.0,8.5,7.6,9.2,7.51,8.505,7.892341667,7.8229166666,2023
199,Masculino,3,-1,Ametista,5.0,8.5,7.6,9.2,7.51,8.505,7.892341667,7.96875,2023
199,Masculino,3,-1,Ametista,5.0,8.5,7.6,9.2,7.51,8.505,7.892341667,8.125,2023
1144,Feminino,3,0,Ametista,10.0,8.0,9.4,0.0,5.02,8.0025,7.410625,8.28125,2023
352,Masculino,3,0,Ametista,10.0,7.2,8.1,9.2,6.26,7.17,7.840341667,8.0729166666,2023
352,Masculino,3,0,Ametista,10.0,7.2,8.1,9.2,6.26,7.17,7.840341667,7.96875,2023
352,Masculino,3,0,Ametista,10.0,7.2,8.1,9.2,6.26,7.17,7.840341667,6.375,2023
1145,Feminino,3,1,Ametista,10.0,7.8,9.5,0.0,4.39,8.63,7.484375,8.59375,2023
1146,Feminino,3,-1,Ágata,5.0,3.7,8.8,9.6,6.26,6.965,6.689583333,7.1875,2023
1146,Feminino,3,-1,Ágata,5.0,3.7,8.8,9.6,6.26,6.965,6.689583333,6.25,2023
331,Feminino,3,0,Ametista,10.0,5.2,8.6,9.6,2.52,6.7975,7.039791667,6.6041666666,2023
331,Feminino,3,0,Ametista,10.0,5.2,8.6,9.6,2.52,6.7975,7.039791667,7.03125,2023
331,Feminino,3,0,Ametista,10.0,5.2,8.6,9.6,2.52,6.7975,7.039791667,6.09375,2023
227,Masculino,3,0,Ametista,10.0,6.9,7.5,9.6,5.63,7.4625,7.722125,5.6666666666,2023
227,Masculino,3,0,Ametista,10.0,6.9,7.5,9.6,5.63,7.4625,7.722125,8.28125,2023
227,Masculino,3,0,Ametista,10.0,6.9,7.5,9.6,5.63,7.4625,7.722125,7.5,2023
247,Feminino,3,0,Ametista,10.0,7.2,8.5,0.0,7.52,7.5425,7.221958333,7.71875,2023
247,Feminino,3,0,Ametista,10.0,7.2,8.5,0.0,7.52,7.5425,7.221958333,8.28125,2023
247,Feminino,3,0,Ametista,10.0,7.2,8.5,0.0,7.52,7.5425,7.221958333,7.75,2023
343,Masculino,3,-2,Ágata,5.0,5.7,7.2,9.2,6.26,6.9225,6.779591667,6.84375,2023
343,Masculino,3,-2,Ágata,5.0,5.7,7.2,9.2,6.26,6.9225,6.779591667,7.65625,2023
1147,Feminino,3,-1,Ametista,5.0,6.7,8.3,8.3,6.26,7.0075,7.072983333,7.1875,2023
1147,Feminino,3,-1,Ametista,5.0,6.7,8.3,8.3,6.26,7.0075,7.072983333,6.25,2023
345,Masculino,3,-1,Ágata,5.0,4.6,6.8,8.8,6.26,7.1725,6.534766667,6.7916666668,2023
345,Masculino,3,-1,Ágata,5.0,4.6,6.8,8.8,6.26,7.1725,6.534766667,8.125,2023
336,Masculino,3,-1,Quartzo,5.0,5.1,7.5,0.0,6.89,7.255,5.887708333,7.375,2023
336,Masculino,3,-1,Quartzo,5.0,5.1,7.5,0.0,6.89,7.255,5.887708333,7.34375,2023
336,Masculino,3,-1,Quartzo,5.0,5.1,7.5,0.0,6.89,7.255,5.887708333,7.5,2023
346,Masculino,3,1,Ametista,10.0,6.2,9.4,0.0,8.14,7.84,7.305541667,7.96875,2023
346,Masculino,3,1,Ametista,10.0,6.2,9.4,0.0,8.14,7.84,7.305541667,7.96875,2023
346,Masculino,3,1,Ametista,10.0,6.2,9.4,0.0,8.14,7.84,7.305541667,7.96875,2023
1148,Feminino,3,1,Ametista,10.0,5.7,8.6,7.9,3.77,7.2125,7.227866667,7.5,2023
1149,Feminino,3,-1,Ametista,5.0,7.2,9.8,8.3,2.52,8.1725,7.410108333,7.96875,2023
1149,Feminino,3,-1,Ametista,5.0,7.2,9.8,8.3,2.52,8.1725,7.410108333,8.625,2023
1150,Masculino,3,-3,Ametista,2.5,6.7,9.8,9.2,2.52,7.835,7.076008333,7.96875,2023
1150,Masculino,3,-3,Ametista,2.5,6.7,9.8,9.2,2.52,7.835,7.076008333,7.65625,2023
1151,Feminino,3,0,Ametista,10.0,8.3,9.5,7.5,2.52,7.545,7.829958333,7.65625,2023
1151,Feminino,3,0,Ametista,10.0,8.3,9.5,7.5,2.52,7.545,7.829958333,8.125,2023
356,Masculino,3,0,Ágata,10.0,3.4,8.5,9.2,2.52,6.5025,6.452008333,7.4270833334,2023
356,Masculino,3,0,Ágata,10.0,3.4,8.5,9.2,2.52,6.5025,6.452008333,6.09375,2023
356,Masculino,3,0,Ágata,10.0,3.4,8.5,9.2,2.52,6.5025,6.452008333,5.25,2023
1152,Masculino,3,-1,Ágata,5.0,6.8,9.4,0.0,5.0,7.585,6.544916667,7.8125,2023
221,Masculino,3,-2,Ágata,5.0,5.0,9.0,9.6,5.0,7.38,6.959916667,6.7916666666,2023
221,Masculino,3,-2,Ágata,5.0,5.0,9.0,9.6,5.0,7.38,6.959916667,7.1875,2023
359,Feminino,3,0,Ametista,10.0,5.8,9.2,9.6,2.52,8.255,7.627125,7.0208333334,2023
359,Feminino,3,0,Ametista,10.0,5.8,9.2,9.6,2.52,8.255,7.627125,7.65625,2023
359,Feminino,3,0,Ametista,10.0,5.8,9.2,9.6,2.52,8.255,7.627125,7.5,2023
360,Feminino,3,0,Quartzo,10.0,4.3,7.3,0.0,2.52,7.4225,5.790875,7.4375,2023
360,Feminino,3,0,Quartzo,10.0,4.3,7.3,0.0,2.52,7.4225,5.790875,7.34375,2023
360,Feminino,3,0,Quartzo,10.0,4.3,7.3,0.0,2.52,7.4225,5.790875,7.708333333,2023
338,Masculino,3,0,Topázio,10.0,6.7,9.1,8.3,7.52,8.38,8.287441667,6.875,2023
338,Masculino,3,0,Topázio,10.0,6.7,9.1,8.3,7.52,8.38,8.287441667,8.59375,2023
338,Masculino,3,0,Topázio,10.0,6.7,9.1,8.3,7.52,8.38,8.287441667,7.625,2023
339,Feminino,3,0,Ametista,10.0,7.1,8.9,0.0,7.52,8.255,7.377583333,8.0,2023
339,Feminino,3,0,Ametista,10.0,7.1,8.9,0.0,7.52,8.255,7.377583333,7.8125,2023
339,Feminino,3,0,Ametista,10.0,7.1,8.9,0.0,7.52,8.255,7.377583333,8.0,2023
353,Feminino,3,0,Topázio,10.0,8.4,9.9,8.8,2.52,8.67,8.309016667,8.0416666666,2023
353,Feminino,3,0,Topázio,10.0,8.4,9.9,8.8,2.52,8.67,8.309016667,7.8125,2023
1153,Feminino,3,-1,Ametista,5.0,7.2,10.0,7.9,7.52,8.63,7.968658333,7.65625,2023
1153,Feminino,3,-1,Ametista,5.0,7.2,10.0,7.9,7.52,8.63,7.968658333,8.75,2023
183,Feminino,3,-1,Ametista,5.0,7.7,9.7,7.9,2.52,8.795,7.586241667,7.78125,2023
183,Feminino,3,-1,Ametista,5.0,7.7,9.7,7.9,2.52,8.795,7.586241667,7.96875,2023
183,Feminino,3,-1,Ametista,5.0,7.7,9.7,7.9,2.52,8.795,7.586241667,8.25,2023
342,Feminino,3,-2,Ametista,5.0,6.6,8.6,7.5,7.52,8.505,7.539875,7.1250000002,2023
342,Feminino,3,-2,Ametista,5.0,6.6,8.6,7.5,7.52,8.505,7.539875,7.96875,2023
342,Feminino,3,-2,Ametista,5.0,6.6,8.6,7.5,7.52,8.505,7.539875,7.65625,2023
187,Feminino,3,0,Ametista,10.0,6.9,9.9,7.5,2.52,8.255,7.809875,7.78125,2023
187,Feminino,3,0,Ametista,10.0,6.9,9.9,7.5,2.52,8.255,7.809875,7.96875,2023
187,Feminino,3,0,Ametista,10.0,6.9,9.9,7.5,2.52,8.255,7.809875,8.4375,2023
190,Feminino,3,-1,Ágata,5.0,5.7,9.5,7.9,2.52,7.9575,6.934158333,7.6354166666,2023
190,Feminino,3,-1,Ágata,5.0,5.7,9.5,7.9,2.52,7.9575,6.934158333,7.65625,2023
347,Feminino,3,0,Ametista,10.0,7.3,9.5,6.7,2.52,7.7925,7.61835,8.46875,2023
347,Feminino,3,0,Ametista,10.0,7.3,9.5,6.7,2.52,7.7925,7.61835,7.8125,2023
347,Feminino,3,0,Ametista,10.0,7.3,9.5,6.7,2.52,7.7925,7.61835,8.0,2023
234,Masculino,3,0,Ágata,10.0,5.6,8.0,6.7,2.52,5.595,6.248741667,5.354166666599999,2023
234,Masculino,3,0,Ágata,10.0,5.6,8.0,6.7,2.52,5.595,6.248741667,4.84375,2023
1154,Masculino,3,0,Ametista,10.0,5.1,9.3,9.6,5.63,7.67,7.701125,7.65625,2023
1154,Masculino,3,0,Ametista,10.0,5.1,9.3,9.6,5.63,7.67,7.701125,7.34375,2023
249,Masculino,3,-2,Quartzo,5.0,4.9,8.2,0.0,5.0,6.545,5.444625,6.0416666668,2023
249,Masculino,3,-2,Quartzo,5.0,4.9,8.2,0.0,5.0,6.545,5.444625,5.15625,2023
249,Masculino,3,-2,Quartzo,5.0,4.9,8.2,0.0,5.0,6.545,5.444625,6.75,2023
380,Masculino,3,-1,Quartzo,5.0,4.5,6.4,0.0,2.52,6.5425,4.912375,6.4520833334,2023
380,Masculino,3,-1,Quartzo,5.0,4.5,6.4,0.0,2.52,6.5425,4.912375,6.71875,2023
250,Feminino,3,0,Ametista,10.0,8.3,9.3,0.0,5.63,8.625,7.598208333,7.8125,2023
250,Feminino,3,0,Ametista,10.0,8.3,9.3,0.0,5.63,8.625,7.598208333,7.96875,2023
250,Feminino,3,0,Ametista,10.0,8.3,9.3,0.0,5.63,8.625,7.598208333,8.958333333,2023
367,Feminino,3,0,Ametista,10.0,5.9,8.7,8.8,2.52,7.7925,7.38685,7.4687500002,2023
367,Feminino,3,0,Ametista,10.0,5.9,8.7,8.8,2.52,7.7925,7.38685,7.8125,2023
367,Feminino,3,0,Ametista,10.0,5.9,8.7,8.8,2.52,7.7925,7.38685,6.875,2023
1155,Feminino,3,-1,Ametista,5.0,8.0,9.2,9.2,5.63,8.2925,7.821633333,7.5,2023
1155,Feminino,3,-1,Ametista,5.0,8.0,9.2,9.2,5.63,8.2925,7.821633333,8.0,2023
1156,Feminino,3,0,Ametista,10.0,5.3,9.2,8.3,2.52,7.7925,7.340775,7.96875,2023
1156,Feminino,3,0,Ametista,10.0,5.3,9.2,8.3,2.52,7.7925,7.340775,7.125,2023
368,Masculino,3,-1,Quartzo,5.0,6.7,7.7,0.0,2.52,7.34,5.796458333,6.9895833332,2023
368,Masculino,3,-1,Quartzo,5.0,6.7,7.7,0.0,2.52,7.34,5.796458333,7.03125,2023
368,Masculino,3,-1,Quartzo,5.0,6.7,7.7,0.0,2.52,7.34,5.796458333,7.65625,2023
387,Masculino,3,-1,Quartzo,5.0,3.0,6.8,0.0,2.52,7.0075,4.794333333,6.2499999998,2023
387,Masculino,3,-1,Quartzo,5.0,3.0,6.8,0.0,2.52,7.0075,4.794333333,6.875,2023
387,Masculino,3,-1,Quartzo,5.0,3.0,6.8,0.0,2.52,7.0075,4.794333333,6.25,2023
388,Feminino,3,-2,Quartzo,5.0,4.2,7.4,0.0,5.63,7.835,5.630833333,7.1666666666,2023
388,Feminino,3,-2,Quartzo,5.0,4.2,7.4,0.0,5.63,7.835,5.630833333,6.875,2023
388,Feminino,3,-2,Quartzo,5.0,4.2,7.4,0.0,5.63,7.835,5.630833333,6.75,2023
374,Feminino,3,0,Ametista,10.0,5.4,8.3,8.8,5.63,7.9175,7.533891667,7.7604166666,2023
374,Feminino,3,0,Ametista,10.0,5.4,8.3,8.8,5.63,7.9175,7.533891667,7.65625,2023
377,Feminino,3,0,Ametista,10.0,4.8,7.6,9.6,5.0,7.6275,7.205041667,6.7708333334,2023
377,Feminino,3,0,Ametista,10.0,4.8,7.6,9.6,5.0,7.6275,7.205041667,7.34375,2023
377,Feminino,3,0,Ametista,10.0,4.8,7.6,9.6,5.0,7.6275,7.205041667,7.125,2023
223,Feminino,3,-1,Quartzo,5.0,3.8,4.5,0.0,7.52,7.1725,5.089833333,7.40625,2023
223,Feminino,3,-1,Quartzo,5.0,3.8,4.5,0.0,7.52,7.1725,5.089833333,7.5,2023
236,Feminino,3,0,Ametista,10.0,4.5,7.5,10.0,7.52,7.2975,7.337116667,7.625,2023
236,Feminino,3,0,Ametista,10.0,4.5,7.5,10.0,7.52,7.2975,7.337116667,7.1875,2023
236,Feminino,3,0,Ametista,10.0,4.5,7.5,10.0,7.52,7.2975,7.337116667,6.875,2023
362,Feminino,3,0,Ágata,10.0,5.1,7.5,0.0,7.52,7.0875,6.392625,7.6875,2023
362,Feminino,3,0,Ágata,10.0,5.1,7.5,0.0,7.52,7.0875,6.392625,7.03125,2023
381,Masculino,3,-1,Quartzo,5.0,3.9,8.4,0.0,6.89,6.84,5.758041667,6.5624999998,2023
381,Masculino,3,-1,Quartzo,5.0,3.9,8.4,0.0,6.89,6.84,5.758041667,7.34375,2023
381,Masculino,3,-1,Quartzo,5.0,3.9,8.4,0.0,6.89,6.84,5.758041667,6.71875,2023
364,Masculino,3,0,Ametista,10.0,5.8,9.0,8.8,6.89,7.505,7.734891667,7.9895833334,2023
364,Masculino,3,0,Ametista,10.0,5.8,9.0,8.8,6.89,7.505,7.734891667,7.03125,2023
364,Masculino,3,0,Ametista,10.0,5.8,9.0,8.8,6.89,7.505,7.734891667,7.96875,2023
382,Masculino,3,-2,Ágata,5.0,5.2,9.4,0.0,6.26,7.1725,6.223833333,7.3020833334,2023
382,Masculino,3,-2,Ágata,5.0,5.2,9.4,0.0,6.26,7.1725,6.223833333,7.5,2023
382,Masculino,3,-2,Ágata,5.0,5.2,9.4,0.0,6.26,7.1725,6.223833333,6.75,2023
383,Masculino,3,0,Ametista,10.0,6.5,8.8,9.2,3.14,7.5,7.5408,8.0625,2023
383,Masculino,3,0,Ametista,10.0,6.5,8.8,9.2,3.14,7.5,7.5408,7.5,2023
383,Masculino,3,0,Ametista,10.0,6.5,8.8,9.2,3.14,7.5,7.5408,7.875,2023
384,Feminino,3,0,Ágata,10.0,7.3,9.1,0.0,2.52,7.335,6.757958333,8.0625,2023
384,Feminino,3,0,Ágata,10.0,7.3,9.1,0.0,2.52,7.335,6.757958333,7.65625,2023
384,Feminino,3,0,Ágata,10.0,7.3,9.1,0.0,2.52,7.335,6.757958333,7.625,2023
1157,Masculino,3,-1,Ametista,5.0,5.7,8.8,9.2,6.26,7.0025,7.086633333,7.5,2023
1157,Masculino,3,-1,Ametista,5.0,5.7,8.8,9.2,6.26,7.0025,7.086633333,7.96875,2023
386,Masculino,3,-1,Quartzo,5.0,3.3,7.0,9.2,2.52,6.6325,5.758425,8.0000000002,2023
386,Masculino,3,-1,Quartzo,5.0,3.3,7.0,9.2,2.52,6.6325,5.758425,7.03125,2023
260,Feminino,3,0,Topázio,10.0,6.1,9.9,9.2,7.52,7.4175,8.080008333,7.46875,2023
260,Feminino,3,0,Topázio,10.0,6.1,9.9,9.2,7.52,7.4175,8.080008333,7.34375,2023
260,Feminino,3,0,Topázio,10.0,6.1,9.9,9.2,7.52,7.4175,8.080008333,7.875,2023
390,Feminino,3,0,Ágata,10.0,4.8,8.8,7.9,2.52,7.005,6.905741667,7.21875,2023
390,Feminino,3,0,Ágata,10.0,4.8,8.8,7.9,2.52,7.005,6.905741667,7.34375,2023
390,Feminino,3,0,Ágata,10.0,4.8,8.8,7.9,2.52,7.005,6.905741667,6.5625,2023
1158,Feminino,3,-1,Ágata,5.0,4.3,8.6,7.5,2.52,7.34,6.306666667,7.5,2023
391,Feminino,3,0,Ágata,10.0,3.5,7.5,7.9,2.52,7.585,6.5107,7.6458333332,2023
391,Feminino,3,0,Ágata,10.0,3.5,7.5,7.9,2.52,7.585,6.5107,7.5,2023
1159,Feminino,3,0,Quartzo,10.0,3.1,6.6,5.8,2.52,7.1325,5.913883333,7.1875,2023
392,Masculino,3,-2,Ágata,5.0,4.6,9.5,9.6,2.52,7.17,6.567208333,7.2604166666,2023
392,Masculino,3,-2,Ágata,5.0,4.6,9.5,9.6,2.52,7.17,6.567208333,6.09375,2023
392,Masculino,3,-2,Ágata,5.0,4.6,9.5,9.6,2.52,7.17,6.567208333,3.5,2023
1160,Masculino,3,0,Ágata,10.0,2.7,8.7,9.6,2.52,7.2575,6.636166667,6.875,2023
1160,Masculino,3,0,Ágata,10.0,2.7,8.7,9.6,2.52,7.2575,6.636166667,6.25,2023
1161,Feminino,3,0,Ametista,10.0,6.3,8.1,6.3,2.52,8.63,7.317791667,8.28125,2023
395,Feminino,3,0,Ametista,10.0,6.0,8.6,9.2,2.52,7.9175,7.469175,7.34375,2023
395,Feminino,3,0,Ametista,10.0,6.0,8.6,9.2,2.52,7.9175,7.469175,7.96875,2023
395,Feminino,3,0,Ametista,10.0,6.0,8.6,9.2,2.52,7.9175,7.469175,7.25,2023
450,Masculino,3,-1,Ágata,5.0,5.4,8.4,9.6,2.52,7.9175,6.819625,8.0833333334,2023
450,Masculino,3,-1,Ágata,5.0,5.4,8.4,9.6,2.52,7.9175,6.819625,7.65625,2023
450,Masculino,3,-1,Ágata,5.0,5.4,8.4,9.6,2.52,7.9175,6.819625,7.8125,2023
463,Feminino,3,0,Ágata,10.0,4.0,5.4,9.2,2.52,7.795,6.382383333,7.1666666666,2023
463,Feminino,3,0,Ágata,10.0,4.0,5.4,9.2,2.52,7.795,6.382383333,7.8125,2023
298,Masculino,3,-1,Ágata,5.0,5.5,8.6,9.6,2.52,7.7525,6.824333333,5.7291666666,2023
298,Masculino,3,-1,Ágata,5.0,5.5,8.6,9.6,2.52,7.7525,6.824333333,7.5,2023
464,Feminino,3,-1,Ágata,5.0,3.0,7.7,9.2,2.52,7.38,6.081675,7.4479166666,2023
464,Feminino,3,-1,Ágata,5.0,3.0,7.7,9.2,2.52,7.38,6.081675,7.96875,2023
464,Feminino,3,-1,Ágata,5.0,3.0,7.7,9.2,2.52,7.38,6.081675,7.1875,2023
